Clocked you for Thu  2 Mar 2023 18:00:39 CST
Clocked you for Thu  2 Mar 2023 18:01:01 CST
"Thursday","19:04","",""
"Thursday","19:07","",""
"Thursday","19:08","",""
"Thursday","19:08","",""
"Friday","17:09","",""
